timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1777593082131,30073,01 - POST /auth/user/login,Non HTTP response code: java.net.SocketTimeoutException,Non HTTP response message: Read timed out,Virtual Users [200 threads] 1-14,text,false,Login failed — check credentials in users.csv,2679,0,174,174,http://k8s-forkfind-forkfind-8e65d48af1-1990260306.us-east-1.elb.amazonaws.com/auth/user/login,0,0,71
1777593112055,156,02 - GET /restaurants (search),200,OK,Virtual Users [200 threads] 1-13,text,true,,790,311,174,174,http://k8s-forkfind-forkfind-8e65d48af1-1990260306.us-east-1.elb.amazonaws.com/restaurants?q=pizza&limit=12&sort=rating,155,0,81
1777593112211,93,03 - POST /restaurants/5/reviews,401,Unauthorized,Virtual Users [200 threads] 1-13,text,false,"Review submission returned unexpected status (401 = bad token, 5xx = server error)",255,446,174,174,http://k8s-forkfind-forkfind-8e65d48af1-1990260306.us-east-1.elb.amazonaws.com/restaurants/5/reviews,93,0,0
1777593112206,142,02 - GET /restaurants (search),200,OK,Virtual Users [200 threads] 1-14,text,true,,790,311,173,173,http://k8s-forkfind-forkfind-8e65d48af1-1990260306.us-east-1.elb.amazonaws.com/restaurants?q=pizza&limit=12&sort=rating,142,0,69
1777593082280,30072,01 - POST /auth/user/login,Non HTTP response code: java.net.SocketTimeoutException,Non HTTP response message: Read timed out,Virtual Users [200 threads] 1-15,text,false,Login failed — check credentials in users.csv,2679,0,173,173,http://k8s-forkfind-forkfind-8e65d48af1-1990260306.us-east-1.elb.amazonaws.com/auth/user/login,0,0,70
1777593112349,117,03 - POST /restaurants/5/reviews,401,Unauthorized,Virtual Users [200 threads] 1-14,text,false,"Review submission returned unexpected status (401 = bad token, 5xx = server error)",255,446,173,173,http://k8s-forkfind-forkfind-8e65d48af1-1990260306.us-east-1.elb.amazonaws.com/restaurants/5/reviews,117,0,0
1777593082428,30075,01 - POST /auth/user/login,Non HTTP response code: java.net.SocketTimeoutException,Non HTTP response message: Read timed out,Virtual Users [200 threads] 1-16,text,false,Login failed — check credentials in users.csv,2679,0,172,172,http://k8s-forkfind-forkfind-8e65d48af1-1990260306.us-east-1.elb.amazonaws.com/auth/user/login,0,0,73
1777593112354,182,02 - GET /restaurants (search),200,OK,Virtual Users [200 threads] 1-15,text,true,,790,311,172,172,http://k8s-forkfind-forkfind-8e65d48af1-1990260306.us-east-1.elb.amazonaws.com/restaurants?q=pizza&limit=12&sort=rating,182,0,111
1777593112537,69,03 - POST /restaurants/5/reviews,401,Unauthorized,Virtual Users [200 threads] 1-15,text,false,"Review submission returned unexpected status (401 = bad token, 5xx = server error)",255,446,172,172,http://k8s-forkfind-forkfind-8e65d48af1-1990260306.us-east-1.elb.amazonaws.com/restaurants/5/reviews,69,0,0
1777593112506,143,02 - GET /restaurants (search),200,OK,Virtual Users [200 threads] 1-16,text,true,,790,311,171,171,http://k8s-forkfind-forkfind-8e65d48af1-1990260306.us-east-1.elb.amazonaws.com/restaurants?q=pizza&limit=12&sort=rating,143,0,69
1777593082580,30074,01 - POST /auth/user/login,Non HTTP response code: java.net.SocketTimeoutException,Non HTTP response message: Read timed out,Virtual Users [200 threads] 1-17,text,false,Login failed — check credentials in users.csv,2679,0,171,171,http://k8s-forkfind-forkfind-8e65d48af1-1990260306.us-east-1.elb.amazonaws.com/auth/user/login,0,0,73
1777593112649,81,03 - POST /restaurants/5/reviews,401,Unauthorized,Virtual Users [200 threads] 1-16,text,false,"Review submission returned unexpected status (401 = bad token, 5xx = server error)",255,446,171,171,http://k8s-forkfind-forkfind-8e65d48af1-1990260306.us-east-1.elb.amazonaws.com/restaurants/5/reviews,81,0,0
1777593112655,147,02 - GET /restaurants (search),200,OK,Virtual Users [200 threads] 1-17,text,true,,790,311,170,170,http://k8s-forkfind-forkfind-8e65d48af1-1990260306.us-east-1.elb.amazonaws.com/restaurants?q=pizza&limit=12&sort=rating,146,0,75
1777593082724,30087,01 - POST /auth/user/login,Non HTTP response code: java.net.SocketTimeoutException,Non HTTP response message: Read timed out,Virtual Users [200 threads] 1-18,text,false,Login failed — check credentials in users.csv,2679,0,170,170,http://k8s-forkfind-forkfind-8e65d48af1-1990260306.us-east-1.elb.amazonaws.com/auth/user/login,0,0,86
