timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1777593309944,74,03 - POST /restaurants/20/reviews,401,Unauthorized,Virtual Users [500 threads] 1-17,text,false,"Review submission returned unexpected status (401 = bad token, 5xx = server error)",255,447,5,5,http://k8s-forkfind-forkfind-8e65d48af1-1990260306.us-east-1.elb.amazonaws.com/restaurants/20/reviews,74,0,0
1777593309903,149,01 - POST /auth/user/login,503,Service Temporarily Unavailable,Virtual Users [500 threads] 1-20,text,false,Login failed — check credentials in users.csv,337,360,5,5,http://k8s-forkfind-forkfind-8e65d48af1-1990260306.us-east-1.elb.amazonaws.com/auth/user/login,149,0,70
1777593309990,85,02 - GET /restaurants (search),200,OK,Virtual Users [500 threads] 1-19,text,true,,790,311,5,5,http://k8s-forkfind-forkfind-8e65d48af1-1990260306.us-east-1.elb.amazonaws.com/restaurants?q=pizza&limit=12&sort=rating,85,0,0
1777593310010,78,03 - POST /restaurants/20/reviews,401,Unauthorized,Virtual Users [500 threads] 1-18,text,false,"Review submission returned unexpected status (401 = bad token, 5xx = server error)",255,447,6,6,http://k8s-forkfind-forkfind-8e65d48af1-1990260306.us-east-1.elb.amazonaws.com/restaurants/20/reviews,78,0,0
1777593309963,142,01 - POST /auth/user/login,503,Service Temporarily Unavailable,Virtual Users [500 threads] 1-21,text,false,Login failed — check credentials in users.csv,337,363,5,5,http://k8s-forkfind-forkfind-8e65d48af1-1990260306.us-east-1.elb.amazonaws.com/auth/user/login,142,0,71
1777593310054,87,02 - GET /restaurants (search),200,OK,Virtual Users [500 threads] 1-20,text,true,,790,311,6,6,http://k8s-forkfind-forkfind-8e65d48af1-1990260306.us-east-1.elb.amazonaws.com/restaurants?q=pizza&limit=12&sort=rating,87,0,0
1777593310077,74,03 - POST /restaurants/20/reviews,401,Unauthorized,Virtual Users [500 threads] 1-19,text,false,"Review submission returned unexpected status (401 = bad token, 5xx = server error)",255,447,6,6,http://k8s-forkfind-forkfind-8e65d48af1-1990260306.us-east-1.elb.amazonaws.com/restaurants/20/reviews,74,0,0
1777593310025,143,01 - POST /auth/user/login,503,Service Temporarily Unavailable,Virtual Users [500 threads] 1-22,text,false,Login failed — check credentials in users.csv,337,363,5,5,http://k8s-forkfind-forkfind-8e65d48af1-1990260306.us-east-1.elb.amazonaws.com/auth/user/login,143,0,71
1777593310106,76,02 - GET /restaurants (search),200,OK,Virtual Users [500 threads] 1-21,text,true,,790,311,5,5,http://k8s-forkfind-forkfind-8e65d48af1-1990260306.us-east-1.elb.amazonaws.com/restaurants?q=pizza&limit=12&sort=rating,76,0,0
1777593310142,82,03 - POST /restaurants/20/reviews,401,Unauthorized,Virtual Users [500 threads] 1-20,text,false,"Review submission returned unexpected status (401 = bad token, 5xx = server error)",255,447,6,6,http://k8s-forkfind-forkfind-8e65d48af1-1990260306.us-east-1.elb.amazonaws.com/restaurants/20/reviews,82,0,0
1777593310083,148,01 - POST /auth/user/login,503,Service Temporarily Unavailable,Virtual Users [500 threads] 1-23,text,false,Login failed — check credentials in users.csv,337,363,5,5,http://k8s-forkfind-forkfind-8e65d48af1-1990260306.us-east-1.elb.amazonaws.com/auth/user/login,148,0,77
1777593310170,76,02 - GET /restaurants (search),200,OK,Virtual Users [500 threads] 1-22,text,true,,790,311,5,5,http://k8s-forkfind-forkfind-8e65d48af1-1990260306.us-east-1.elb.amazonaws.com/restaurants?q=pizza&limit=12&sort=rating,76,0,0
1777593310184,87,03 - POST /restaurants/20/reviews,401,Unauthorized,Virtual Users [500 threads] 1-21,text,false,"Review submission returned unexpected status (401 = bad token, 5xx = server error)",255,447,6,6,http://k8s-forkfind-forkfind-8e65d48af1-1990260306.us-east-1.elb.amazonaws.com/restaurants/20/reviews,87,0,0
1777593310141,150,01 - POST /auth/user/login,503,Service Temporarily Unavailable,Virtual Users [500 threads] 1-24,text,false,Login failed — check credentials in users.csv,337,363,5,5,http://k8s-forkfind-forkfind-8e65d48af1-1990260306.us-east-1.elb.amazonaws.com/auth/user/login,150,0,73
1777593310232,80,02 - GET /restaurants (search),200,OK,Virtual Users [500 threads] 1-23,text,true,,790,311,5,5,http://k8s-forkfind-forkfind-8e65d48af1-1990260306.us-east-1.elb.amazonaws.com/restaurants?q=pizza&limit=12&sort=rating,80,0,0
1777593310248,90,03 - POST /restaurants/20/reviews,401,Unauthorized,Virtual Users [500 threads] 1-22,text,false,"Review submission returned unexpected status (401 = bad token, 5xx = server error)",255,447,6,6,http://k8s-forkfind-forkfind-8e65d48af1-1990260306.us-east-1.elb.amazonaws.com/restaurants/20/reviews,90,0,0
1777593310208,147,01 - POST /auth/user/login,503,Service Temporarily Unavailable,Virtual Users [500 threads] 1-25,text,false,Login failed — check credentials in users.csv,337,363,5,5,http://k8s-forkfind-forkfind-8e65d48af1-1990260306.us-east-1.elb.amazonaws.com/auth/user/login,147,0,72
1777593310293,78,02 - GET /restaurants (search),200,OK,Virtual Users [500 threads] 1-24,text,true,,790,311,5,5,http://k8s-forkfind-forkfind-8e65d48af1-1990260306.us-east-1.elb.amazonaws.com/restaurants?q=pizza&limit=12&sort=rating,78,0,0
1777593310313,75,03 - POST /restaurants/20/reviews,401,Unauthorized,Virtual Users [500 threads] 1-23,text,false,"Review submission returned unexpected status (401 = bad token, 5xx = server error)",255,447,6,6,http://k8s-forkfind-forkfind-8e65d48af1-1990260306.us-east-1.elb.amazonaws.com/restaurants/20/reviews,75,0,0
1777593310264,150,01 - POST /auth/user/login,503,Service Temporarily Unavailable,Virtual Users [500 threads] 1-26,text,false,Login failed — check credentials in users.csv,337,363,5,5,http://k8s-forkfind-forkfind-8e65d48af1-1990260306.us-east-1.elb.amazonaws.com/auth/user/login,150,0,74
1777593310356,79,02 - GET /restaurants (search),200,OK,Virtual Users [500 threads] 1-25,text,true,,790,311,5,5,http://k8s-forkfind-forkfind-8e65d48af1-1990260306.us-east-1.elb.amazonaws.com/restaurants?q=pizza&limit=12&sort=rating,79,0,0
1777593310372,74,03 - POST /restaurants/20/reviews,401,Unauthorized,Virtual Users [500 threads] 1-24,text,false,"Review submission returned unexpected status (401 = bad token, 5xx = server error)",255,447,6,6,http://k8s-forkfind-forkfind-8e65d48af1-1990260306.us-east-1.elb.amazonaws.com/restaurants/20/reviews,74,0,0
1777593310325,144,01 - POST /auth/user/login,503,Service Temporarily Unavailable,Virtual Users [500 threads] 1-27,text,false,Login failed — check credentials in users.csv,337,363,5,5,http://k8s-forkfind-forkfind-8e65d48af1-1990260306.us-east-1.elb.amazonaws.com/auth/user/login,144,0,73
1777593310416,84,02 - GET /restaurants (search),200,OK,Virtual Users [500 threads] 1-26,text,true,,790,311,5,5,http://k8s-forkfind-forkfind-8e65d48af1-1990260306.us-east-1.elb.amazonaws.com/restaurants?q=pizza&limit=12&sort=rating,84,0,0
1777593310437,75,03 - POST /restaurants/20/reviews,401,Unauthorized,Virtual Users [500 threads] 1-25,text,false,"Review submission returned unexpected status (401 = bad token, 5xx = server error)",255,447,6,6,http://k8s-forkfind-forkfind-8e65d48af1-1990260306.us-east-1.elb.amazonaws.com/restaurants/20/reviews,75,0,0
1777593310386,143,01 - POST /auth/user/login,503,Service Temporarily Unavailable,Virtual Users [500 threads] 1-28,text,false,Login failed — check credentials in users.csv,337,363,5,5,http://k8s-forkfind-forkfind-8e65d48af1-1990260306.us-east-1.elb.amazonaws.com/auth/user/login,143,0,72
